# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  PF00847.AP2.hmm
# target sequence database:        NIPGR-Plants/Nelumbo_nucifera/protein.faa
# per-dom hits tabular output:     NIPGR_WORK/Nelumbo_nucifera/Nelumbo_nucifera_AP2.domtblout
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       AP2  [M=54]
Accession:   PF00847.25
Description: AP2 domain
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence       Description
   2 !   43.3   2.2   2.6e-13   6.9e-11       1      53 [.     240     291 ..     240     292 .. 0.89

  Alignments for each domain:
  == domain 1  score: 42.5 bits;  conditional E-value: 4.8e-13
             AP2   3 irGVrydkkwgrWvAe......wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV++++++gr++A+      w+e++ +k ++++lg y+  e Aa+a+++a+lk++g
  XP_010268477.1 140 FRGVTRHRWTGRYEAHlwdkncWNESQNKKGRQVYLGAYNEeEAAAHAYDLAALKYWG 197
                     8****************99999999666888*************************98 PP

  == domain 2  score: 43.3 bits;  conditional E-value: 2.6e-13
             AP2   1 pkirGVrydkkwgrWvAewsengkrkk..krfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV ++ + grW+A+    g r +  k+ +lg+y t eeAa a+++a+ +++g
  XP_010268477.1 240 SKYRGVARHHHNGRWEARI---G-RVYgnKYLYLGTYATqEEAAIAYDMAAIEYRG 291
                     69****************7...3.22333*************************98 PP

>> XP_010251652.1  PREDICTED: ethylene-responsive transcription factor WRI1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   40.6   1.4   1.8e-12   4.9e-10       3      53 ..      54     111 ..      52     112 .. 0.84
   2 !   43.0   1.7   3.2e-13   8.6e-11       1      53 [.     154     205 ..     154     206 .. 0.93

  Alignments for each domain:
  == domain 1  score: 40.6 bits;  conditional E-value: 1.8e-12
             AP2   3 irGVrydkkwgrWvAe.wse......ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV++++++gr++A+ w +      ++ +k ++++lg y+  e Aa+ +++a+lk++g
  XP_010251652.1  54 YRGVTRHRWTGRYEAHlWDKnswnpiQN-KKGRQVYLGAYDDeEAAAHTYDLAALKYWG 111
                     9****************65544433543.666*************************98 PP

  == domain 2  score: 43.0 bits;  conditional E-value: 3.2e-13
             AP2   1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV ++ + grW+A+   +++++ k+ +lg+y t eeAa a++ a+ +++g
  XP_010251652.1 154 SKYRGVARHHHNGRWEARI--GRVFGNKYLYLGTYSTeEEAAAAYDIAAIEYRG 205
                     69****************8..566777*************************98 PP

>> XP_010261924.1  PREDICTED: AP2-like ethylene-responsive transcription factor AIL1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   45.6   3.4     5e-14   1.3e-11       2      53 ..     258     316 ..     257     317 .. 0.87
   2 !   37.5   0.4   1.7e-11   4.6e-09       1      53 [.     359     410 ..     359     411 .. 0.89

  Alignments for each domain:
  == domain 1  score: 45.6 bits;  conditional E-value: 5e-14
             AP2   2 kirGVrydkkwgrWvAe.wse.....ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++gr++A+ w +     ++ rk ++++lg y+  e+Aara+++a+lk++g
  XP_010261924.1 258 QYRGVTRHRWTGRYEAHlWDNscrkeGQTRKGRQVYLGGYDNeEKAARAYDLAALKYWG 316
                     7*****************55544454666777*************************98 PP

  == domain 2  score: 37.5 bits;  conditional E-value: 1.7e-11
             AP2   1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +++rGV+++   grW A+    ++ + k  +lg++ t eeAa+a++ a+ k +g
  XP_010261924.1 359 SVYRGVTRHHQHGRWQARIG--RVAGNKDLYLGTFSTqEEAAEAYDIAAIKFRG 410
                     68****************73..33335***********************9987 PP

>> XP_010273924.1  PREDICTED: AP2-like ethylene-responsive transcription factor AIL1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   45.7   4.0   4.8e-14   1.3e-11       2      53 ..     261     319 ..     260     320 .. 0.87
   2 !   37.5   0.4   1.7e-11   4.6e-09       1      53 [.     362     413 ..     362     414 .. 0.89

  Alignments for each domain:
  == domain 1  score: 45.7 bits;  conditional E-value: 4.8e-14
             AP2   2 kirGVrydkkwgrWvAe.wse.....ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++gr++A+ w +     ++ rk ++++lg y+  e+Aara+++a+lk++g
  XP_010273924.1 261 QYRGVTRHRWTGRYEAHlWDNscrkeGQTRKGRQVYLGGYDKeEKAARAYDLAALKYWG 319
                     7*****************55544454666777*************************98 PP

  == domain 2  score: 37.5 bits;  conditional E-value: 1.7e-11
             AP2   1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +++rGV+++   grW A+    ++ + k  +lg++ t eeAa+a++ a+ k +g
  XP_010273924.1 362 SVYRGVTRHHQHGRWQARIG--RVAGNKDLYLGTFSTqEEAAEAYDIAAIKFRG 413
                     68****************73..33335***********************9987 PP

>> XP_010265446.1  PREDICTED: AP2-like ethylene-responsive transcription factor AIL5 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   44.8   3.8   9.1e-14   2.4e-11       3      53 ..     171     228 ..     169     229 .. 0.85
   2 !   35.7   0.4   6.1e-11   1.6e-08       3      53 ..     273     322 ..     271     322 .. 0.88

  Alignments for each domain:
  == domain 1  score: 44.8 bits;  conditional E-value: 9.1e-14
             AP2   3 irGVrydkkwgrWvAe.wse.....ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV++++++gr++A+ w +     ++ rk ++++lg y+  e+Aara+++a+lk++g
  XP_010265446.1 171 YRGVTRHRWTGRYEAHlWDNscrreGQSRKGRQVYLGGYDKeEKAARAYDLAALKYWG 228
                     9****************66644453444555*************************98 PP

  == domain 2  score: 35.7 bits;  conditional E-value: 6.1e-11
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV+++   grW A+    ++ + k  +lg++ t eeAa+a++ a+ k +g
  XP_010265446.1 273 YRGVTRHHQHGRWQARIG--RVAGNKDLYLGTFSTqEEAAEAYDIAAIKFRG 322
                     9***************73..33335***********************9986 PP

>> XP_010257262.1  PREDICTED: AP2-like ethylene-responsive transcription factor PLT2 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   43.4   4.7   2.5e-13   6.6e-11       3      53 ..     163     220 ..     161     221 .. 0.85
   2 !   36.2   0.2   4.2e-11   1.1e-08       3      53 ..     265     314 ..     263     315 .. 0.89

  Alignments for each domain:
  == domain 1  score: 43.4 bits;  conditional E-value: 2.5e-13
             AP2   3 irGVrydkkwgrWvAe.wse.....ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV++++++gr++A+ w +     ++ rk ++++lg y+  e+Aara+++a+lk++g
  XP_010257262.1 163 YRGVTRHRWTGRYEAHlWDNscrreGQSRKGRQVYLGGYDKeEKAARAYDLAALKYWG 220
                     9****************66644453444555*************************98 PP

  == domain 2  score: 36.2 bits;  conditional E-value: 4.2e-11
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV+++   grW A+    ++ + k  +lg++ t eeAa+a++ a+ k +g
  XP_010257262.1 265 YRGVTRHHQHGRWQARIG--RVAGNKDLYLGTFSTeEEAAEAYDIAAIKFRG 314
                     9***************73..33335************************998 PP

>> XP_010279008.1  PREDICTED: AP2-like ethylene-responsive transcription factor PLT2 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   43.4   4.7   2.4e-13   6.4e-11       3      53 ..     159     216 ..     157     217 .. 0.85
   2 !   36.3   0.2   4.1e-11   1.1e-08       3      53 ..     261     310 ..     259     311 .. 0.89

  Alignments for each domain:
  == domain 1  score: 43.4 bits;  conditional E-value: 2.4e-13
             AP2   3 irGVrydkkwgrWvAe.wse.....ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV++++++gr++A+ w +     ++ rk ++++lg y+  e+Aara+++a+lk++g
  XP_010279008.1 159 YRGVTRHRWTGRYEAHlWDNscrreGQSRKGRQVYLGGYDKeEKAARAYDLAALKYWG 216
                     9****************66644453444555*************************98 PP

  == domain 2  score: 36.3 bits;  conditional E-value: 4.1e-11
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV+++   grW A+    ++ + k  +lg++ t eeAa+a++ a+ k +g
  XP_010279008.1 261 YRGVTRHHQHGRWQARIG--RVAGNKDLYLGTFSTeEEAAEAYDIAAIKFRG 310
                     9***************73..33335************************998 PP

>> XP_010241511.1  PREDICTED: AP2-like ethylene-responsive transcription factor BBM1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   43.1   4.7     3e-13     8e-11       3      53 ..     329     386 ..     327     387 .. 0.87
   2 !   35.9   0.2   5.4e-11   1.5e-08       3      53 ..     431     480 ..     429     481 .. 0.88

  Alignments for each domain:
  == domain 1  score: 43.1 bits;  conditional E-value: 3e-13
             AP2   3 irGVrydkkwgrWvAe.wse.....ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV++++++gr++A+ w +     ++ rk ++++lg y+  e+Aara+++a+lk++g
  XP_010241511.1 329 YRGVTRHRWTGRYEAHlWDNscrreGQTRKGRQVYLGGYDKeEKAARAYDLAALKYWG 386
                     9****************65544454666777*************************98 PP

  == domain 2  score: 35.9 bits;  conditional E-value: 5.4e-11
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV+++   grW A+    ++ + k  +lg++ t eeAa+a++ a+ k +g
  XP_010241511.1 431 YRGVTRHHQHGRWQARIG--RVAGNKDLYLGTFSTqEEAAEAYDIAAIKFRG 480
                     9***************73..33335************************998 PP

>> XP_010270526.1  PREDICTED: floral homeotic protein APETALA 2 isoform X3 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   39.6   3.0   3.8e-12     1e-09       2      53 ..     153     201 ..     152     202 .. 0.93
   2 !   39.3   0.5   4.6e-12   1.2e-09       1      53 [.     244     294 ..     244     295 .. 0.90

  Alignments for each domain:
  == domain 1  score: 39.6 bits;  conditional E-value: 3.8e-12
             AP2   2 kirGVrydkkwgrWvAe.wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++grW+++ w      + k+++lg ++t + Aara+++a+ k +g
  XP_010270526.1 153 QYRGVTFYRRTGRWESHiWD-----CGKQVYLGGFDTaHAAARAYDRAAIKFRG 201
                     7****************992.....36***********************9987 PP

  == domain 2  score: 39.3 bits;  conditional E-value: 4.6e-12
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV+ +k  grW+A+  +  g   kk+++lg ++t  eAara+++a+ k +g
  XP_010270526.1 244 SKFRGVTLHK-CGRWEARMGQfLG---KKYVYLGLFDTeIEAARAYDKAAIKFNG 294
                     699*******.6******755544...8**********************99876 PP

>> XP_010270518.1  PREDICTED: floral homeotic protein APETALA 2 isoform X2 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   39.6   3.0   3.8e-12     1e-09       2      53 ..     153     201 ..     152     202 .. 0.93
   2 !   39.3   0.5   4.7e-12   1.3e-09       1      53 [.     244     294 ..     244     295 .. 0.90

  Alignments for each domain:
  == domain 1  score: 39.6 bits;  conditional E-value: 3.8e-12
             AP2   2 kirGVrydkkwgrWvAe.wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++grW+++ w      + k+++lg ++t + Aara+++a+ k +g
  XP_010270518.1 153 QYRGVTFYRRTGRWESHiWD-----CGKQVYLGGFDTaHAAARAYDRAAIKFRG 201
                     7****************992.....36***********************9987 PP

  == domain 2  score: 39.3 bits;  conditional E-value: 4.7e-12
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV+ +k  grW+A+  +  g   kk+++lg ++t  eAara+++a+ k +g
  XP_010270518.1 244 SKFRGVTLHK-CGRWEARMGQfLG---KKYVYLGLFDTeIEAARAYDKAAIKFNG 294
                     699*******.6******755544...8**********************99876 PP

>> XP_010270509.1  PREDICTED: floral homeotic protein APETALA 2 isoform X1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   39.5   3.0   3.9e-12     1e-09       2      53 ..     153     201 ..     152     202 .. 0.93
   2 !   39.3   0.5   4.8e-12   1.3e-09       1      53 [.     244     294 ..     244     295 .. 0.90

  Alignments for each domain:
  == domain 1  score: 39.5 bits;  conditional E-value: 3.9e-12
             AP2   2 kirGVrydkkwgrWvAe.wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++grW+++ w      + k+++lg ++t + Aara+++a+ k +g
  XP_010270509.1 153 QYRGVTFYRRTGRWESHiWD-----CGKQVYLGGFDTaHAAARAYDRAAIKFRG 201
                     7****************992.....36***********************9987 PP

  == domain 2  score: 39.3 bits;  conditional E-value: 4.8e-12
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV+ +k  grW+A+  +  g   kk+++lg ++t  eAara+++a+ k +g
  XP_010270509.1 244 SKFRGVTLHK-CGRWEARMGQfLG---KKYVYLGLFDTeIEAARAYDKAAIKFNG 294
                     699*******.6******755544...8**********************99876 PP

>> XP_010263475.1  PREDICTED: floral homeotic protein APETALA 2 isoform X2 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   39.4   3.0   4.3e-12   1.1e-09       2      53 ..     207     255 ..     206     256 .. 0.93
   2 !   39.5   0.6   4.1e-12   1.1e-09       1      53 [.     298     348 ..     298     349 .. 0.89

  Alignments for each domain:
  == domain 1  score: 39.4 bits;  conditional E-value: 4.3e-12
             AP2   2 kirGVrydkkwgrWvAe.wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++grW+++ w      + k+++lg ++t + Aara+++a+ k +g
  XP_010263475.1 207 QYRGVTFYRRTGRWESHiWD-----CGKQVYLGGFDTaHAAARAYDRAAIKFRG 255
                     7****************992.....36***********************9987 PP

  == domain 2  score: 39.5 bits;  conditional E-value: 4.1e-12
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV+ +k  grW+A+  +  g   kk+++lg ++t  eAara+++a+ k +g
  XP_010263475.1 298 SKYRGVTLHK-CGRWEARMGQfLG---KKYVYLGLFDTeIEAARAYDKAAIKCNG 348
                     69********.6******755544...8**********************98765 PP

>> XP_010263474.1  PREDICTED: floral homeotic protein APETALA 2 isoform X1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   39.4   3.0   4.3e-12   1.2e-09       2      53 ..     207     255 ..     206     256 .. 0.93
   2 !   39.5   0.6   4.1e-12   1.1e-09       1      53 [.     298     348 ..     298     349 .. 0.89

  Alignments for each domain:
  == domain 1  score: 39.4 bits;  conditional E-value: 4.3e-12
             AP2   2 kirGVrydkkwgrWvAe.wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++grW+++ w      + k+++lg ++t + Aara+++a+ k +g
  XP_010263474.1 207 QYRGVTFYRRTGRWESHiWD-----CGKQVYLGGFDTaHAAARAYDRAAIKFRG 255
                     7****************992.....36***********************9987 PP

  == domain 2  score: 39.5 bits;  conditional E-value: 4.1e-12
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV+ +k  grW+A+  +  g   kk+++lg ++t  eAara+++a+ k +g
  XP_010263474.1 298 SKYRGVTLHK-CGRWEARMGQfLG---KKYVYLGLFDTeIEAARAYDKAAIKCNG 348
                     69********.6******755544...8**********************98765 PP

>> XP_010248341.1  PREDICTED: AP2-like ethylene-responsive transcription factor ANT [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   46.6   3.1   2.4e-14   6.5e-12       2      53 ..     323     381 ..     322     382 .. 0.87
   2 !   35.0   0.4     1e-10   2.7e-08       3      53 ..     426     475 ..     424     475 .. 0.88

  Alignments for each domain:
  == domain 1  score: 46.6 bits;  conditional E-value: 2.4e-14
             AP2   2 kirGVrydkkwgrWvAe.wse.....ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++gr++A+ w +     ++ rk ++++lg y++ e+Aara+++a+lk++g
  XP_010248341.1 323 QYRGVTRHRWTGRYEAHlWDNsckkeGQTRKGRQVYLGGYDMeEKAARAYDLAALKYWG 381
                     7*****************65543454555777*************************98 PP

  == domain 2  score: 35.0 bits;  conditional E-value: 1e-10
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV+++   grW A+    ++ + k  +lg++ t eeAa+a++ a+ k +g
  XP_010248341.1 426 YRGVTRHHQHGRWQARIG--RVAGNKDLYLGTFSTqEEAAEAYDIAAIKFRG 475
                     9***************73..33335***********************9986 PP

>> XP_010273592.1  PREDICTED: AP2-like ethylene-responsive transcription factor ANT [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   46.6   3.1   2.5e-14   6.6e-12       2      53 ..     324     382 ..     323     383 .. 0.87
   2 !   35.0   0.4     1e-10   2.7e-08       3      53 ..     427     476 ..     425     476 .. 0.88

  Alignments for each domain:
  == domain 1  score: 46.6 bits;  conditional E-value: 2.5e-14
             AP2   2 kirGVrydkkwgrWvAe.wse.....ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++gr++A+ w +     ++ rk ++++lg y++ e+Aara+++a+lk++g
  XP_010273592.1 324 QYRGVTRHRWTGRYEAHlWDNsckkeGQTRKGRQVYLGGYDMeEKAARAYDLAALKYWG 382
                     7*****************65543454555777*************************98 PP

  == domain 2  score: 35.0 bits;  conditional E-value: 1e-10
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV+++   grW A+    ++ + k  +lg++ t eeAa+a++ a+ k +g
  XP_010273592.1 427 YRGVTRHHQHGRWQARIG--RVAGNKDLYLGTFSTqEEAAEAYDIAAIKFRG 476
                     9***************73..33335***********************9986 PP

>> XP_010253488.1  PREDICTED: AP2-like ethylene-responsive transcription factor TOE3 isoform X3 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   39.7   3.0   3.4e-12   9.2e-10       2      53 ..     180     228 ..     179     229 .. 0.93
   2 !   37.5   0.5   1.7e-11   4.6e-09       1      53 [.     271     321 ..     271     322 .. 0.89

  Alignments for each domain:
  == domain 1  score: 39.7 bits;  conditional E-value: 3.4e-12
             AP2   2 kirGVrydkkwgrWvAe.wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++grW+++ w      + k+++lg ++t + Aara+++a+ k +g
  XP_010253488.1 180 QYRGVTFYRRTGRWESHiWD-----CGKQVYLGGFDTaHAAARAYDRAAIKFRG 228
                     7****************992.....36***********************9987 PP

  == domain 2  score: 37.5 bits;  conditional E-value: 1.7e-11
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV+ +k  grW+A+  +  g   kk+++lg +++  eAara+++a+ k +g
  XP_010253488.1 271 SKYRGVTLHK-CGRWEARMGQfLG---KKYIYLGLFDSeIEAARAYDKAAIKCNG 321
                     69********.6******755544...8**********************99776 PP

>> XP_010253486.1  PREDICTED: ethylene-responsive transcription factor RAP2-7 isoform X1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   39.6   3.0   3.8e-12     1e-09       2      53 ..     180     228 ..     179     229 .. 0.93
   2 !   37.3   0.5   1.9e-11   5.1e-09       1      53 [.     271     321 ..     271     322 .. 0.89

  Alignments for each domain:
  == domain 1  score: 39.6 bits;  conditional E-value: 3.8e-12
             AP2   2 kirGVrydkkwgrWvAe.wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++grW+++ w      + k+++lg ++t + Aara+++a+ k +g
  XP_010253486.1 180 QYRGVTFYRRTGRWESHiWD-----CGKQVYLGGFDTaHAAARAYDRAAIKFRG 228
                     7****************992.....36***********************9987 PP

  == domain 2  score: 37.3 bits;  conditional E-value: 1.9e-11
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV+ +k  grW+A+  +  g   kk+++lg +++  eAara+++a+ k +g
  XP_010253486.1 271 SKYRGVTLHK-CGRWEARMGQfLG---KKYIYLGLFDSeIEAARAYDKAAIKCNG 321
                     69********.6******755544...8**********************99776 PP

>> NP_001289775.1  ethylene-responsive transcription factor RAP2-7-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   39.6   3.0   3.7e-12     1e-09       2      53 ..     177     225 ..     176     226 .. 0.93
   2 !   37.4   0.5   1.9e-11     5e-09       1      53 [.     268     318 ..     268     319 .. 0.89

  Alignments for each domain:
  == domain 1  score: 39.6 bits;  conditional E-value: 3.7e-12
             AP2   2 kirGVrydkkwgrWvAe.wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++grW+++ w      + k+++lg ++t + Aara+++a+ k +g
  NP_001289775.1 177 QYRGVTFYRRTGRWESHiWD-----CGKQVYLGGFDTaHAAARAYDRAAIKFRG 225
                     7****************992.....36***********************9987 PP

  == domain 2  score: 37.4 bits;  conditional E-value: 1.9e-11
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV+ +k  grW+A+  +  g   kk+++lg +++  eAara+++a+ k +g
  NP_001289775.1 268 SKYRGVTLHK-CGRWEARMGQfLG---KKYIYLGLFDSeIEAARAYDKAAIKCNG 318
                     69********.6******755544...8**********************99776 PP

>> XP_010260156.1  PREDICTED: ethylene-responsive transcription factor RAP2-7-like isoform X1 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   39.6   3.0   3.7e-12     1e-09       2      53 ..     177     225 ..     176     226 .. 0.93
   2 !   37.4   0.5   1.9e-11     5e-09       1      53 [.     268     318 ..     268     319 .. 0.89

  Alignments for each domain:
  == domain 1  score: 39.6 bits;  conditional E-value: 3.7e-12
             AP2   2 kirGVrydkkwgrWvAe.wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGV++++++grW+++ w      + k+++lg ++t + Aara+++a+ k +g
  XP_010260156.1 177 QYRGVTFYRRTGRWESHiWD-----CGKQVYLGGFDTaHAAARAYDRAAIKFRG 225
                     7****************992.....36***********************9987 PP

  == domain 2  score: 37.4 bits;  conditional E-value: 1.9e-11
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV+ +k  grW+A+  +  g   kk+++lg +++  eAara+++a+ k +g
  XP_010260156.1 268 SKYRGVTLHK-CGRWEARMGQfLG---KKYIYLGLFDSeIEAARAYDKAAIKCNG 318
                     69********.6******755544...8**********************99776 PP

>> XP_010254563.1  PREDICTED: AP2-like ethylene-responsive transcription factor AIL6 isoform X2 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   34.9   4.6   1.1e-10     3e-08       1      53 [.     235     291 ..     235     292 .. 0.85
   2 !   40.8   0.4   1.6e-12   4.4e-10       3      53 ..     336     385 ..     334     385 .. 0.88

  Alignments for each domain:
  == domain 1  score: 34.9 bits;  conditional E-value: 1.1e-10
             AP2   1 pkirGVrydkkwgrWvAe.wsengkrkk..krfslgkygt.eeAaraAiearlkleg 53 
                     +++rGV++++++gr++A+ w ++++r    +  + g y+  e+Aara+++a+lk++g
  XP_010254563.1 235 SVYRGVTRHRWTGRYEAHlWDNSCRREGqtRKGRQGGYDKeEKAARAYDLAALKYWG 291
                     68*****************977554444666666777******************98 PP

  == domain 2  score: 40.8 bits;  conditional E-value: 1.6e-12
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV+++  +grW A+    ++ + k  +lg++gt eeAa+a++ a+ k +g
